"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Čas od času se ve skupině","Anonymous",0,"Reflection","2025-02-13T21:14:47.978Z","","What went well 😄","Čas od času se ve skupině objeví něco, v čem se neshodnem a nemusí to být úplně objektivní. Často se pak děje, že to druhá strana paroduje a je z toho další zle. Kde je ta hranice? Nepotřebujeme už nějaký safe word? 🤔 "
"Jak si čistíte uši","Anonymous",0,"Reflection","2025-02-13T11:19:06.558Z","","What went well 😄","Jak si čistíte uši?"
"Putin, Trump, Si Tin Pching","Anonymous",0,"Reflection","2025-02-13T09:30:54.507Z","","What went well 😄","Putin, Trump, Si Tin Pching budou rozšiřovat svá území. Myslíte si, že si to u příštích voleb američané rozmyslí?"
"Tak jak je to s těmi","Anonymous",0,"Reflection","2025-02-12T11:39:53.838Z","","What went well 😄","Tak jak je to s těmi sjezdovkami? Je to fay sport nebo v pořádku? 😂"
"Gen Alpha - vyrůstající s","Anonymous",0,"Reflection","2025-02-11T09:27:34.488Z","","What didn't go well 😞","Gen Alpha - vyrůstající s telefony od školního věku.

Nejen, že jsou pod tlakem sociálních sítí a masáže influencerů a dokonalých věcí, ale ještě si při škole prošli pandemií a válkou (a to vše v době, kdy mozek stále nejvíc roste a sílí).

Není divu, že se u nich vyskytují psychické problémy.



Bod jsem dal, protože to Vláďu zajímalo - pojďme diskutovat :D"
"Budu mít nové sousedy? Dušana","Anonymous",0,"Reflection","2025-02-10T16:18:43.772Z","","What went well 😄","Budu mít nové sousedy? Dušana nebo Vládíka s Pajulí? "
"Dal jsem Kubovi a Vláďovi","Anonymous",0,"Reflection","2025-02-09T20:28:37.052Z","","What went well 😄","Dal jsem Kubovi a Vláďovi možnost být hetero a jít místo squashe do gymu. Vláda chtěl.. Kuba udělal menší dámskou scénu a rozhodl se být gayem 😔 Vlezly mu Holešovice do teploměru nebo byl vždycky takový? #prayForKuba"
"Dušan se stěhuje do Prahy, o","Anonymous",0,"Reflection","2025-02-05T09:00:42.138Z","","What didn't go well 😞","Dušan se stěhuje do Prahy, o tom není pochyb... je to přeci v procesu a hledá jen vhodný byteček... anebo je všechno jinak a někdo na nás hraje špinavé mind games?"
"Trump sazi jedno kontroverzni","Anonymous",0,"Reflection","2025-02-05T07:33:58.111Z","","What went well 😄","Trump sazi jedno kontroverzni opatreni za druhym. Na druhou stranu mu to zatim bohuzel funguje a jsou videt vysledky."
"Proc tady hrajeme stale treti","Anonymous",0,"Reflection","2025-02-05T07:32:47.555Z","","What didn't go well 😞","Proc tady hrajeme stale treti housle v EU? Vnimate to nestve vas to? Uz jsme prohrali vuci US a CN v elektroautech. Ted to vypada i na analogii v AI. 



Pomaha tahle situace i populistum v ramci politiky?"
"Jsme tady vlastne vsichni","Anonymous",0,"Reflection","2025-02-05T07:30:52.739Z","","What went well 😄","Jsme tady vlastne vsichni krestani?"
"Ministr dopravy Kupka je","Anonymous",0,"Reflection","2025-02-03T07:36:51.949Z","","What didn't go well 😞","Ministr dopravy Kupka je člověk že jehož úřadu se postavilo nejvíc silnic, dálnic, kolejí. Nemá žádné skandály, mluví dobře a rozumně a přesto v čemkoliv co napíše dostává jen a jen hejty. Často z trolích farem snad. Na tohle bych neměl. Ty peníze co mají si opravdu zaslouží a měli by dostávat i víc. "
"Matěj si stále nechce","Anonymous",0,"Reflection","2025-01-30T20:14:32.446Z","","What didn't go well 😞","Matěj si stále nechce přiznat, že je příživník sociálního a zdravotního systému ČR :("
"Je potřeba státu přiznat i","Anonymous",0,"Reflection","2025-01-30T20:13:38.322Z","","What went well 😄","Je potřeba státu přiznat i pozitivní věci, přestože tady ve skupině to moc lidí nedělá. Přiznání k dani z nemovitostí prakticky bez starostí."
"Lidi co nakupují v Penny jsou","Anonymous",0,"Reflection","2025-01-28T13:34:18.826Z","","What didn't go well 😞","Lidi co nakupují v Penny jsou trosky, hovna, nuly, chcanky. Nebojím se generalizace - je to výběr, jestli se tam s těma sračkama chceš zahazovat."
