"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Edokladovka","Anonymous",0,"Reflection","2024-01-16T14:12:11.585Z","","What went well 😄","eDokladovka yay or nay?"
"MS se pry dari skvele a","Anonymous",0,"Reflection","2024-01-08T11:15:07.762Z","","What went well 😄","MS se pry dari skvele a AppBlock jede jak zmrd. 




""Nechapu, jak si to ty agošky můžou dovolit. To asi jde jen na těchhle velkých projektech."""
"Musíme vybrat nejlepší zemi","Anonymous",0,"Reflection","2024-01-16T14:03:37.496Z","","What went well 😄","Musíme vybrat nejlepší zemi na světě, každý říká svého kandidáta a zároveň může hlasovat ještě pro jeden cizí návrh"
"Londýn bylo vždycky","Anonymous",0,"Reflection","2024-01-16T13:56:03.651Z","","What didn't go well 😞","Londýn bylo vždycky multikulturní město nebo ne?"
"9k/MD good enough nebo Libeň","Anonymous",0,"Reflection","2024-01-16T15:45:02.694Z","","What went well 😄","9k/MD good enough nebo Libeň level?"
"Mluvil jsem s Černým M. a","Anonymous",0,"Reflection","2024-01-04T20:28:53.359Z","","What didn't go well 😞","Mluvil jsem s Černým M. a vyprávěl mi o tom, že do STRV nakonec nešel protože měli plno a málo projektů 🥺 (a ne protože bylo jeho ukázkové dílo ošklivé)"
"Jaký byly Kanáry? 🇮🇨","Anonymous",0,"Reflection","2024-01-04T20:28:29.582Z","","What went well 😄","Jaký byly Kanáry? 🇮🇨 

(Kromě toho, že se Dušan vrátil nemocnej)"
"Zbrojní průkaz a zbraň pro","Anonymous",0,"Reflection","2024-01-15T15:18:41.580Z","","What went well 😄","Zbrojní průkaz a zbraň pro sebeobranu - nastal čas?"
"Když byste někdy šli sedět,","Anonymous",0,"Reflection","2024-01-15T15:17:29.982Z","","What went well 😄","Když byste někdy šli sedět, za co to bude?"
"Jaké to je v českých","Anonymous",0,"Reflection","2024-01-15T15:17:05.135Z","","What went well 😄","Jaké to je v českých věznicích? Dokázali byste přežít? Dojmy z exkurze v Jiřicích"
"Stojíme na MHD v Pce.. 

na","Anonymous",0,"Reflection","2024-01-17T20:50:37.175Z","","What didn't go well 😞","Stojíme na MHD v Pce.. 




na lavičce sedí ožrale vypadající člověk v obleku a vedle něho stojí jeho paní (asi šli z divadla) a týpek mele: Grand je zavřenej! 

Paní: aspoň že husa a lékárna zůstala otevřená. 

Pán: To je neskutečný do tady stihli postavit a zkurvit za těch 30 let. 

Paní: 34! 




Pičo kurva vole mrdky hned bych ty hlavy starý vymáchal v bahně za kecy.. fakt mě to nasralo jak piča kurva. Oba v kapitalistických hadrech jeli kapitalistickým MHDčkem do svého kapitalistického domu na Svítkov. Svině komunistický vylízaný.




Pardon."
"Proč už kurva nevedou koleje","Anonymous",0,"Reflection","2024-01-13T19:31:15.602Z","","What went well 😄","Proč už kurva nevedou koleje na letiště? Pan Kotula říkal, že to je easy"
"Jak moc velká socka musíš","Anonymous",0,"Reflection","2024-01-13T19:15:07.539Z","","What went well 😄","Jak moc velká socka musíš být, abys u Ryanairu ušetřil 8 Euro za booknutí sedadla a pak sral lidi tím, že si přesedáš? během letu? A proč mě nepřekvapuje, že to dělají zrovna Češi?"
"Update Sonoma 14.2 a přestal","Anonymous",0,"Reflection","2023-12-20T07:02:32.017Z","","What didn't go well 😞","Update Sonoma 14.2 a přestal fungovat externí monitor, internet jede rychlostí 1% a další issues. 

Když si udělám hotspot přes Pixel, který sosá z domácí Wi-Fi tak to funguje mnohem rychleji, ale stejně to není plynulý. WTF.

Jak se tohle applu může stát? 😡 Člověk který si tohle hovno koupí z vlastních peněz musí být leda megakok a je mi ho líto. Obhajovat Mac v tuto chvíli není třeba. Tohle je ostuda jako prase - to se neděje ani ve Windows dopiči."
"Mobilesoft i Dami se","Anonymous",0,"Reflection","2023-12-20T07:19:11.704Z","","What went well 😄","Mobilesoft i Dami se rozpadají - jak bylo předpovězeno. Dami finančně, Mobilesoft hnije zevnitř. 😞 ""My jsme vám to říkali"""
"Keller už není CTO a nesedí s","Anonymous",0,"Reflection","2023-12-11T18:12:57.482Z","","What didn't go well 😞","Keller už není CTO a nesedí s Mírou v kanclu 😔"
"Vašek 🐴 má jen poloviční","Anonymous",0,"Reflection","2024-01-18T10:23:44.451Z","","What didn't go well 😞","Vašek 🐴 má jen poloviční úvazek a v Dami se prý hádají jestli by tam měl nebo neměl zůstat 😂

Dle mého názoru ho za jeho vypočítavosti dohnala karma..

Na druhou stranu by opustil potápějící se loď 💁




Dostaneme za výuku UHK vůbec od Dami zaplaceno?"
