"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Sejde se parta úředníků a","Anonymous",0,"Reflection","2024-09-19T13:53:13.240Z","","What didn't go well 😞","Sejde se parta úředníků a rozdělí si posty v evropské komisi... a co že dostaneš jiný místo? však na každého něco zbyde, kdepak nějaká odbornost, s tím na Uršulu nechoď"
"Máš příjmy minus výdaje v","Anonymous",0,"Reflection","2024-09-17T07:02:36.644Z","","What didn't go well 😞","Máš příjmy minus výdaje v plus 100 000 Kč? Tak to ti hypo na 8 mega nedáme. Máte tady totiž auto na sebe, ale kdyby bylo na IČO a odepisoval jste si ho, tak by to šlo. Aha, no ale ve smlouvě je moje IČO a neodepisuju si ho. Omg najs tak to vám 8 mega dáme 🥰 ANEB wtf! Hypotéky a OSVČ nejdou dohromady."
"Pár dní prší a naprosto","Anonymous",0,"Reflection","2024-09-16T11:24:31.694Z","","What didn't go well 😞","Pár dní prší a naprosto všichni jezdí autem i když MHD funguje. A nutno uznat že vlastně i busy jsou plný školáků. Takže když PCE přestane jezdit na kole, tak jsou silnice celý den total ucpaný. Nemělo by se kolo nebo chůze povinně nakázat všem?"
"GLOSA: Lidi mají moc peněz a","Anonymous",0,"Reflection","2024-09-16T09:28:16.616Z","","What didn't go well 😞","GLOSA: Lidi mají moc peněz a služby stále nestíhají. Jaktože česká ekonomika nejede tolik jako U.S.A. když si taky hrabem jen na vlastním písečku s minimem exportu?

Nebo USA drží nad vodou export IT technologií a zbraní? 🤔"
"8 milionů za 1000m pozemku a","Anonymous",0,"Reflection","2024-09-15T11:39:52.036Z","","What went well 😄","8 milionů za 1000m pozemku a domem na menší rekonstrukci?

Koupil jsem to? 🤔"
"Zbavit se fosilních paliv a","Anonymous",0,"Reflection","2024-09-13T15:27:03.387Z","","What went well 😄","Zbavit se fosilních paliv a plynu co nejdřív je potřeba, abychom se zbavili závislosti na Rusku a Saudské Arábii. Bude to dobře pro nás a zároveň tyhle velmoci, které fungují jen díky prodeji svých zdrojů půjdou konečně do prdele.

Pro Evropu je green deal mnohem důležitější, než vidí lidé co si dohlédnou jen na konec vlastního pozemku.

Change my mind 🤔"
"Prodával jsem hodinky a","Anonymous",0,"Reflection","2024-09-13T15:20:10.524Z","","What didn't go well 😞","Prodával jsem hodinky a telefon.

Pixel 7 Pro za 4K (nový stojí 7,5k) s výpisem vad a fotkami. Ozval se týpek z Vysokého Mýta (to byl první red flag).

Nejdřív ať přijedu (říkám, že nemám auto), že dá peníze na vlak (odmítám) a nakonec přijel.

Vyskočil s dalšími dvěma cikány z auta v maskáčích. Všechno si zkoušel a našel šrám na displeji, který na fotce vidět jakože nebyl. Že prý nějaká slevička?

Dal jsem ho za 3,5k ať drží hubu a vypadne.

Druhý den sms, že chrčí repráček a oprava za 1300 (prý co s tím udělám) 😆

Že ho vrátí nebo ať zaplatím celou opravu. Říkám mu ať mě nesere, že už mě stáhl o pět set, tak jsem mu nabídl, že mu pošlu 500 a ať drží hubu. Vzal to. Tedy telefon za 3K, což je za prasklý 2 roky starý pixel víc než dobrý 😆 ALE za jakou cenu kurva. Nesnáším prodávání."
"Matějova rozlučka","Anonymous",0,"Reflection","2024-09-10T10:09:05.642Z","","What went well 😄","Matějova rozlučka appreciation post"
"Deadliny","Anonymous",0,"Reflection","2024-09-10T10:08:05.580Z","","What went well 😄","deadliny vs sprinty pro motivaci"
"krásná benzínka, fresh","Anonymous",0,"Reflection","2024-09-10T10:06:55.818Z","","What didn't go well 😞","krásná benzínka, fresh corner, vzduch u stojanů, jen ty internety nešlapou"
"Německo ve třicátých letech","Anonymous",0,"Reflection","2024-09-10T10:06:41.446Z","","What didn't go well 😞","Německo ve třicátých letech 21. století bude v piči. Máme se toho bát? Nebo se přirozeně najde jiný zdroj příjmů a burstu ekonomiky? 🤔"
"Lean october. Spálené kalorie","Petr Weissar",0,"Comment","2024-10-11T18:25:05.536Z","Přesunout","","Přesunout"
