"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Trable v ČR","Anonymous",2,"Reflection","2024-07-18T14:43:33.142Z","","What didn't go well 😞","Deset minut čekání v Dejvicích na kulaťáku na bus: 2x policajti, 1x sanitka.. po příjezdu do Jinonic 2x hasiči, 1x sanitka.. Aneb, Praha už je moc lidnatá a byzy pro kvalitní život. Nejlepší město pro život je mezi 100-200k lidmi. Change my mind."
"Trable v ČR","Anonymous",2,"Reflection","2024-07-01T16:35:36.946Z","","What didn't go well 😞","Ekonomický deník sdílel příspěvek o tom, že se bude dělat nový Václavák za 1mld s tramvajemi. Místo toho aby lidi měli radost tak jen hejtivali Fialu, Hřiba, Piráty, že tam je metro tak na co tramvaj, proč radši nevyhodí bezďáky apod. Může se v této zemi ještě někdy někomu něčím zavděčit? Jak jste na tom s názorem na tuhle věc? Rekonstrukce nebo ne?"
"Montana","Anonymous",1,"Reflection","2024-07-13T11:07:12.283Z","","What didn't go well 😞","Po roce doktorů, masáží a pičovin mi konečně našli vyhřezlou plotýnku na rezinanci kterou jsem si vybrečel. Jak se tohle vůbec může stát?"
"Montana","Anonymous",1,"Reflection","2024-07-10T13:56:49.682Z","","What didn't go well 😞","Dobrý pracovník =/= Dobrý manažer"
"Montana","Anonymous",1,"Reflection","2024-07-10T13:56:11.755Z","","What didn't go well 😞","To si takhle jednou přijdete po obědě do práce a musíte kolegyni oznámit, že ten člověk, s kterým volá, není pracovník banky, a že těch 300k, který poslala na ""pojišťovací"" účet, už nikdy neuvidí"
"Montana","Anonymous",1,"Reflection","2024-07-16T10:45:05.169Z","","What didn't go well 😞","Montana komplex malého státu? Já se tu narodil, já tu vyrůstal, já tu mám rodinu. Já vás spasim, všichni v okolí jsou špatní. Sami si to uděláme nejlépe. Nepřijde vám to podvědomé?"
"Montana","Anonymous",1,"Reflection","2024-07-16T10:24:10.842Z","","What didn't go well 😞","Je Montana Trump land? Je tomu vážně tak?  Rozhovor v krámě : I don't give shit"
"Montana","Anonymous",1,"Reflection","2024-07-16T10:27:30.331Z","","What didn't go well 😞","Příroda (alespoň v Montaně) first. I přesto, že tu jsou velká města, tak zvířata z hor nebo lesů dojdou až do města. (Moose, BEAR, Mountain lion) A lidi se přizpůsobí. Kdyby vás něco sežralo, tak vás stejně nikdo nenajde.  V Česku vlastně žádnou dvou zvěř už nemáme. Vše jsme vystříleli. Je to lepší nebo jsme s nimi měli spoluzit?"
"Problémy retrospektivy","Anonymous",1,"Reflection","2024-07-10T13:55:12.467Z","","What didn't go well 😞","kdo další se vydá na dlouho někam pryč, abysme za ním stejně jako teď nevyrazili?"
"Problémy retrospektivy","Anonymous",1,"Reflection","2024-07-08T13:16:19.481Z","","What didn't go well 😞","Hodně kecáme a málo realizujeme. Aneb jak si zatím užíváme cestovatelská retra a jiné akce?"
"Problémy retrospektivy","Anonymous",1,"Reflection","2024-07-17T07:30:00.163Z","","What didn't go well 😞","Lysá je super, ale cestovatelský retro bysme jedno/dvě ročně dát mohli"
"Problémy Evropy","Anonymous",1,"Reflection","2024-07-14T21:00:50.471Z","","What didn't go well 😞","Poslední dobou se na internetech traduje, že Evropa je stará, neinovativní a že zanikne. Zvlášť se do ni naváží tech guys ze Silicone valley. Je v pořádku, že lidi cucající slámu, volicí Trumpa mají kecy na Evropu? Je to pravda nebo jsou amíci zabedněnci?"
"Problémy Evropy","Anonymous",1,"Reflection","2024-07-15T14:32:13.538Z","","What didn't go well 😞","Letenky jsou moc levný. Tuny lidí lítají zbytečně za pár stovek. Change my mind."
"Gay sporty","Anonymous",1,"Reflection","2024-07-02T16:08:41.158Z","","What didn't go well 😞","Jeli jsme na zmrzlinu na kole a objeli Pardubice dokola. Hodinu na kole. 300 kCal. Takže jestli tohle není důkaz, že kolo je teplej sport tak už nevím."
"Hodně filozofické","Anonymous",0,"Reflection","2024-07-19T14:43:00.687Z","","What went well 😄","⚠️ DEEP TALK WARNING ⚠️"
"Hodně filozofické","Anonymous",0,"Reflection","2024-07-19T14:33:22.415Z","","What went well 😄","DEEP téma "
"iOS 18","Anonymous",0,"Reflection","2024-07-16T09:00:48.900Z","","What didn't go well 😞","iOS 18 - nejlepší update OS je - chvilka napětí - kalkulačka..

Apple ovečky jsou nadšení ze skenování a psaní formulí, které appka rovnou vypočítá.. 

WOW - (to co uměla appka Xmath na windows phone před 10 lety)

Tleskám, že je zapotřebí update appky tlačit do updatu iOS když už nemá co nabídnout."
"Problémy retrospektivy","Petr Weissar",1,"Comment","2024-07-20T08:36:27.781Z","Nutno probrat","","Nutno probrat"
"Problémy Evropy","Petr Weissar",1,"Comment","2024-07-20T08:36:33.808Z","Nutno probrat","","Nutno probrat"
"Gay sporty","Petr Weissar",1,"Comment","2024-07-20T08:36:41.799Z","Nutno probrat","","Nutno probrat"
"Hodně filozofické","Petr Weissar",0,"Comment","2024-07-20T08:36:45.508Z","Nutno probrat","","Nutno probrat"
"iOS 18","Petr Weissar",0,"Comment","2024-07-20T08:36:53.009Z","Nutno probrat","","Nutno probrat"
