"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"Převedení hypotéky. Má to","Anonymous",0,"Reflection","2025-01-12T20:34:04.471Z","","What went well 😄","Převedení hypotéky. Má to smysl? "
"Spolupracovat s lidma 50+ na b","Anonymous",0,"Reflection","2025-01-11T21:05:44.300Z","","What didn't go well 😞","Spolupracovat s lidma 50+ na baráku je jakože:

nedělej si druhý patro, budeš toho litovat.. na co potřebuješ 200m na bydlení.. k čemu ti je 1700m zahrada, rozděl to na 2 stavební parcely a jednu prodej.. 

mají pravdu? nebo ok boomer?"
"Jak se Kubovi líbilo, že první","Anonymous",0,"Reflection","2025-01-09T13:38:01.423Z","","What went well 😄","Jak se Kubovi líbilo, že první task v Airbance byl v Javě? 😄
A je práce na MyAir opravdu takový chill jak si všichni myslíte? 🤔 "
"Posledních pár měsíců se nám","Anonymous",0,"Reflection","2025-01-08T22:48:41.343Z","","What didn't go well 😞","Posledních pár měsíců se nám ve skupině vytrácí objektivní myšlení a na všechno posíláme jen hejty. Bohužel true hejty a ne trashtalk. Co se stalo? Jsme tak moc frustrovaní?"
"Cituji: ""Škodovka je shit"" -","Anonymous",0,"Reflection","2025-01-08T22:25:53.518Z","","What went well 😄","Cituji: ""Škodovka je shit"" - konec citace.

Prosím pražského autora o vysvětlení proč tomu tak je, a jak je tedy možné, že automobilka trhá prodejní rekody a daří se ji více než mateřské společnosti."
"Objektivně: moji rodiče koupili dům s pozemkem za 30k a za dalších 800k ho postavili znovu. Na dnešní ceny kolem 8-10 milionů. Za to už se dnes dá koupit jenom ta ruina na zbourání.
https://shorturl.at/22DTy
Případně telegram saved","Anonymous",0,"Reflection","2025-01-05T07:24:23.489Z","","What went well 😄","Objektivně: moji rodiče koupili dům s pozemkem za 30k a za dalších 800k ho postavili znovu. Na dnešní ceny kolem 8-10 milionů. Za to už se dnes dá koupit jenom ta ruina na zbourání.

https://shorturl.at/22DTy

Případně telegram saved"
"Citace: sjezdovky jsou fakt","Anonymous",0,"Reflection","2024-12-26T17:17:32.882Z","","What went well 😄","Citace: sjezdovky jsou fakt špatný, nejmíň eko friendly sport, lidi, co vůbec nemají v horách být, tam jezdí v hejnech...... By šlo krásně dát na: lidi co nemají být na Kanárech jezdí v hejnech, lidi co potřebují halu na squash a padel by taky neměli co hrát. Co si z toho odnese autor citace?"
"Inženýří toxicita - no joke","Anonymous",0,"Reflection","2024-12-26T16:57:06.803Z","","What didn't go well 😞","Inženýří toxicita - no joke real issue ... člověk navrhne lyže a rozjedou se zbytečný ad hominem útoky, které nejsou a lá ""tvoje máma"" ve vší počestnosti a humoru ... kde je ten problém? ovlivňují naše politické názory naši skupinu na osobní úrovni? nejsme schopni uznat, že někdy má druhý názor, se kterým nesouhlasíme a nechat to tak prostě být? samozřejmě pokud se nejedná o názor na rasové a náboženské čistky - tam se snad všichni shodneme!"
"Krásně v klidu se s Matějem","Anonymous",0,"Reflection","2024-12-26T16:56:39.452Z","","What went well 😄","Krásně v klidu se s Matějem domlouváme na lyže a Matěj: že prý bychom měli říci i ostatním. Výsledek: milion hoven keců o tom jak jsou sjezdovky na nic, přičemž argumenty hodný zametení před vlastním prahem. Jsou věci které nemají společně."
"Netflix: vydá nový film o","Anonymous",0,"Reflection","2024-12-23T08:49:50.754Z","","What didn't go well 😞","Netflix: vydá nový film o černoškách ve 2. sv. válce.




Lidi: zasraný netflix nás krmí feminismem, rasismem a mnoho pohlavími!!!




Nikdo nikoho nenutí se na to dívat. Je samozřejmě potřeba tyhle témata brát v potaz a mít k tomu respekt. Dělat to správně. Ptám se, kde je kurva problém 😂"
"70 pohlaví řeší jen lidi, kteří se proti tomu vymezují - jinak je to všem úplně jedno.

Proč si nemůžeme každý hledět svého? 🤔

To je věc, která se nedotýká nikoho z nás jako třeba politika. Nemáme právo se k tomu vůbec vyjadřovat.","Anonymous",0,"Reflection","2024-12-23T08:37:39.492Z","","What didn't go well 😞","70 pohlaví řeší jen lidi, kteří se proti tomu vymezují - jinak je to všem úplně jedno.




Proč si nemůžeme každý hledět svého? 🤔




To je věc, která se nedotýká nikoho z nás jako třeba politika. Nemáme právo se k tomu vůbec vyjadřovat."
"V U.S.A. se neustále zdražuje","Anonymous",0,"Reflection","2024-12-22T19:49:01.536Z","","What didn't go well 😞","V U.S.A. se neustále zdražuje zdravotní péče a jsou třeba 3x dražší než další státy v pořadí.

Je to rejžování na lidech, nebo je v USA tolik obézních a nemocných lidí, že se to jinak dělat nedá?"
"Nenávist vůči africkým migrantům některých z nás začíná být tristní.

Nechť se obhájí ti, kteří jsou rádi, že ve středozemním moři umírají lidé na svých plavidlech 🖐️

Navíc se ty nasdílené věci z reels nikdy nestaly v německu během vánočních trhů. ","Anonymous",0,"Reflection","2024-12-20T19:33:03.567Z","","What went well 😄","Nenávist vůči africkým migrantům některých z nás začíná být tristní.




Nechť se obhájí ti, kteří jsou rádi, že ve středozemním moři umírají lidé na svých plavidlech 🖐️




Navíc se ty nasdílené věci z reels nikdy nestaly v německu během vánočních trhů. "
"Konečně máme jediný argument p","Anonymous",0,"Reflection","2024-12-19T21:25:55.043Z","","What didn't go well 😞","Konečně máme jediný argument proč je Praha tak super.




Je tam hodně lidí.




Což z ní zároveň dělá místo, proč to není vůbec super: - vysoké ceny, splodiny, spodiny, kriminalita, nedostupné bydlení, bydlí tam Tomio Okamura.

Change my mind again. 😞"
