"reflectionGroup","author","votes","type","createdAt","discussionThread","prompt","content"
"DAMI se se všemi rozchazi na","Anonymous",0,"Reflection","2024-11-01T18:06:05.450Z","","What didn't go well 😞","DAMI se se všemi rozchazi na oko dobře, a pak jim hodí klacky pod nohy. respektive Jindrovi , večere s Káčkem "
"notifikace, datova Vs","Anonymous",0,"Reflection","2024-11-01T18:02:24.653Z","","What didn't go well 😞","notifikace, datova Vs normální ? Jak moc musíš být senior vývojář mobilek aby si věděl jak  fungují?"
"Dami se měni. skončila react","Anonymous",0,"Reflection","2024-11-01T18:01:37.146Z","","What didn't go well 😞","Dami se měni. skončila react divize, skončí i Java divize. Mobilky nemají budoucnost. Bude to jen PHP firma "
"Overeployment konece","Anonymous",0,"Reflection","2024-11-01T18:00:17.061Z","","What went well 😄","Overeployment konece na scéně? Md rate 15K is enough?  "
"Černobílý E-ink","Anonymous",0,"Reflection","2024-11-01T15:51:29.719Z","","What went well 😄","Černobílý/e-ink telefon."
"Dnes máme skvělé rozloučení z","Anonymous",0,"Reflection","2024-11-01T15:50:48.108Z","","What went well 😄","Dnes máme skvělé rozloučení z Hradcem. Tohle město nám dalo mnohé, ale je čas posunout se dál. Na západ za lepším. Kapitola se uzavírá. Tímto vítáme Dušana v pražském výběru a těšíme se na přesilu <3"
"Pokud žiju ve velkém městě,","Anonymous",0,"Reflection","2024-11-01T14:07:42.705Z","","What didn't go well 😞","Pokud žiju ve velkém městě, ale z 99% trávím čas ve své čtvrti, která má stejný počet obyvatel jako malé město.. Jsem maloměšťák? 🙏"
"SUMMARY dietka s","Anonymous",0,"Reflection","2024-10-31T08:42:59.285Z","","What went well 😄","SUMMARY dietka s Fitbitem:




Full výsledky mám v sheetu jestli chcete, ale TLDR shozeno za 5 týdnů: 2,5kg tuku tedy denní deficit byl necelých 600 kCal.




Fitbit mi ukazoval větší výdej a je v podstatě by mi díky tomu vycházel bazální metabolismus 1900 kCal.

Podle mě mám tak 1700, což ukazuje na to, že Fitbit přidává pouze 200 kCal denně. Což je víc než uspokojivé. Zvednu tedy na listopad deficit z 600 na 900 a fixnu tím Fitbit přepal 👍"
"Pod Antarktidou je údaje 10x","Anonymous",0,"Reflection","2024-10-30T12:58:13.952Z","","What went well 😄","Pod Antarktidou je údaje 10x tolik ropy, co je aktuálně všude jinde po Zemi.

Dohoda o nezneužívání antakrtidy trvá do nějakého roku 2048 tuším. Ihned potom můžem očekávat, že se zde bude vše těžit.




Co si z toho odnést? Bude ještě ropa za 20 let tak ceněná, aby se budovaly doly v místech, kde teplota klesá pod 90 stupňů? Bude se ropa pálit rovnou na místě a převádět na ""čistou"" energii pro elektro průmysl? 🤔"
"Na zkušenou","Anonymous",0,"Reflection","2024-10-30T07:31:15.967Z","","What went well 😄","""Na zkušenou"" do AirBank?"
"Bus Berlína","Anonymous",0,"Reflection","2024-10-28T17:20:12.500Z","","What went well 😄","Vlak a bus do berlína"
"Jsme východ i proti Berlínu,","Anonymous",0,"Reflection","2024-10-28T17:03:33.736Z","","What didn't go well 😞","Jsme východ i proti Berlínu, chování řidičů, chodců, množství aut + modelový příklad - zavřený cyklopruh"
"Md rate","Anonymous",0,"Reflection","2024-10-28T17:03:20.945Z","","What went well 😄","MD rate, jak rozumně boostit?"
"Hřib se pochlubil novou","Anonymous",0,"Reflection","2024-10-28T17:03:00.998Z","","What didn't go well 😞","Hřib se pochlubil novou rekonstrukcí Dukelských hrdinů podle konceptu z devadesátek"
"Dostali jsme slevu na","Anonymous",0,"Reflection","2024-10-26T16:01:26.281Z","","What went well 😄","Dostali jsme slevu na hypotéku? 🤔"
"Že množství spálených kalorií","Anonymous",0,"Reflection","2024-10-19T17:45:30.185Z","","What went well 😄","Že množství spálených kalorií je více méně konstantní už máme potvrzené (ačkoliv někteří z nás to neustále zpochybňují na základě anekdotálních zkušeností a nepřesných dat). A já se ptám: není to podobné se štěstím a spokojeností? Není to taky jen hodnota, která se dá jen dočasně vychýlit, ale vždycky konverguje k nějaké konstantě nehledě na okolnosti?"
"Thajsko v únoru budu muset","Anonymous",0,"Reflection","2024-10-14T07:49:13.995Z","","What didn't go well 😞","Thajsko v únoru budu muset asi leavnout. 😞 Banka chce moc našich peněz na hypotéku a asi lepší cihly než pláže v Thajsku, bohužel 😠"
"Otevírám bývalou otázku po","Anonymous",0,"Reflection","2024-10-13T18:42:31.368Z","","What didn't go well 😞","Otevírám bývalou otázku po nějakém čase. Jste aktuálně spokojeni se svým životem? 🤔

Máte už i ti co neměli nastavené cíle, které chtějí zdolat?"
"Vlado z minule Deadliny","Anonymous",0,"Reflection","2024-10-13T18:40:03.453Z","","What went well 😄","VLADO Z MINULE:




 

deadliny vs sprinty pro motivaci"
